ID,RT,DT,CCS,m/z,Abundance,36 2286 - Mitra.d.DeMP, 39 2182 - Mitra.d.DeMP, 42 2187 - Mitra.d.DeMP, 45 2854 - Mitra.d.DeMP, 48 2911 - Mitra.d.DeMP, 126 1777 - Mitra.d.DeMP, 129 1821 - Mitra.d.DeMP, 132 1673 - Mitra.d.DeMP, 135 1894 - Mitra.d.DeMP, 138 3330 - Mitra.d.DeMP, 81 2003 - Mitra.d.DeMP, 84 2095 - Mitra.d.DeMP, 87 2046 - Mitra.d.DeMP, 90 2889 - Mitra.d.DeMP, 93 3021 - Mitra.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
1391,12.092,25.402,191,371.223,141,157,261,275,189,0.001,136,106,129,117,108,0.001,204,294,0.001,140,0.001,0.001,0.001
1392,15.812,36.493,269.71,715.4925,141,155,84,0.001,130,118,182,0.001,141,270,469,0.001,0.001,567,0.001,0.001,0.001,0.001,0.001
1393,9.617,24.801,186.84,355.2283,141,0.001,174,272,300,207,0.001,147,263,0.001,0.001,169,0.001,216,0.001,363,0.001,0.001,0.001
1394,16.095,34.079,253.55,525.3949,141,0.001,356,170,53,0.001,0.001,0.001,204,152,77,0.001,59,1038,0.001,0.001,0.001,0.001,0.001
1395,15.091,27.241,204.55,387.326,140,158,302,254,0.001,244,0.001,0.001,0.001,192,162,0.001,101,199,333,162,0.001,0.001,0.001
1396,14.084,13.071,100.15,248.9951,140,0.001,0.001,975,892,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,239,0.001,0.001,0.001
1397,7.766,25.779,193.91,367.1575,140,0.001,0.001,0.001,0.001,273,0.001,1629,0.001,0.001,0.001,0.001,0.001,0.001,202,0.001,0.001,0.001,0.001
1398,12.792,18.59,141.73,264.0323,140,0.001,0.001,0.001,196,0.001,217,244,213,206,0.001,165,233,196,241,187,0.001,0.001,278
1399,7.444,13.083,100.2,248.9708,140,0.001,0.001,0.001,1194,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,903,0.001,0.001,0.001,0.001,0.001
1400,14.82,23.343,177.44,283.2636,140,337,402,324,0.001,0.001,233,0.001,0.001,0.001,0.001,218,262,318,0.001,0.001,177,0.001,222
1401,14.467,39.687,292.65,817.5811,139,0.001,316,0.001,586,0.001,733,0.001,0.001,0.001,456,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1402,1.77,17.525,135.89,194.0448,139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1462,0.001,0.001,0.001,629,0.001,0.001,0.001
1403,13.109,17.433,133.43,245.0225,139,0.001,310,0.001,0.001,0.001,0.001,0.001,292,301,311,277,313,284,0.001,0.001,0.001,0.001,0.001
1404,13.633,27.334,204.86,411.2514,139,226,0.001,0.001,320,535,0.001,0.001,203,220,147,0.001,0.001,0.001,0.001,437,0.001,0.001,0.001
1405,14.46,34.927,258.43,671.4663,139,506,0.001,0.001,0.001,343,0.001,0.001,0.001,305,0.001,0.001,0.001,413,521,0.001,0.001,0.001,0.001
1406,1.154,18.29,142.83,178.0504,139,360,0.001,0.001,148,564,0.001,0.001,0.001,530,0.001,486,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1407,2.824,16.664,130.35,172.0395,139,100,0.001,152,0.001,183,243,230,161,249,346,180,0.001,174,70,0.001,0.001,0.001,0.001
1408,14.116,32.943,243.51,693.1536,139,0.001,0.001,82,0.001,253,0.001,195,255,429,171,227,0.001,105,367,0.001,0.001,0.001,0.001
1409,1.165,20.765,158.09,277.1079,139,246,0.001,246,368,298,205,0.001,0.001,0.001,0.001,198,0.001,0.001,198,319,0.001,0.001,0.001
1410,14.808,25.886,194.39,387.0331,138,195,222,249,427,0.001,196,231,124,0.001,0.001,0.001,0.001,178,111,142,0.001,0.001,0.001
1411,0.227,21.943,165.35,349.0874,138,230,0.001,171,0.001,0.001,0.001,273,289,0.001,0.001,0.001,271,363,216,259,0.001,0.001,0.001
1412,12.739,26.7,200.07,411.2399,138,0.001,361,208,162,0.001,97,0.001,0.001,671,0.001,0.001,444,0.001,128,0.001,166,0.001,246
1413,15.527,30.277,224.23,655.1051,138,168,0.001,460,0.001,327,0.001,0.001,0.001,0.001,0.001,522,230,0.001,361,0.001,0.001,0.001,0.001
1414,13.83,28.602,214.3,411.3462,138,0.001,0.001,161,0.001,70,0.001,0.001,320,353,1000,162,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1415,15.693,30.813,229.17,520.3751,138,238,0.001,0.001,0.001,0.001,296,205,251,271,131,186,303,185,0.001,0.001,0.001,0.001,0.001
1416,15.865,35.254,261.85,569.4216,138,0.001,345,233,0.001,0.001,0.001,0.001,0.001,308,0.001,0.001,0.001,1177,0.001,0.001,0.001,0.001,0.001
1417,8.206,19.275,147.25,254.6225,137,167,0.001,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,521,731,0.001,580,0.001,0.001,0.001
1418,15.001,35.175,261.13,579.4398,137,118,248,162,0.001,88,0.001,264,381,388,214,0.001,0.001,198,0.001,0.001,0.001,0.001,0.001
1419,13.249,27.81,207.68,457.2359,137,175,0.001,190,0.001,0.001,205,304,274,419,493,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1420,9.924,18.538,142.37,231.0111,137,0.001,172,128,189,127,96,165,164,129,150,142,137,185,130,143,0.001,0.001,0.001
1421,16.281,34.225,254.69,527.4094,137,120,247,253,186,254,129,0.001,0.001,0.001,147,0.001,112,470,139,0.001,0.001,0.001,0.001
1422,9.62,31.083,230.95,559.2177,137,138,268,278,254,247,0.001,213,113,0.001,0.001,0.001,0.001,186,142,217,159,238,0.001
1423,13.925,29.882,223.26,447.3108,137,0.001,288,0.001,0.001,246,161,0.001,221,0.001,0.001,220,198,420,0.001,301,0.001,0.001,0.001
1424,15.493,18.404,141.35,230.9769,137,0.001,0.001,192,368,0.001,305,334,386,305,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001
1425,13.04,32.92,243.97,608.3571,137,223,0.001,139,0.001,0.001,165,181,123,198,332,0.001,0.001,391,158,143,0.001,0.001,0.001
1426,12.408,24.2,354.76,623.1667,137,0.001,237,0.001,163,0.001,121,264,273,189,226,159,218,201,0.001,0.001,0.001,0.001,0.001
1427,13.163,29.284,218.92,439.3424,137,0.001,0.001,253,144,0.001,0.001,0.001,605,282,262,0.001,134,214,157,0.001,0.001,0.001,0.001
1428,12.409,35.535,262.35,741.1925,137,145,191,0.001,0.001,140,117,256,210,205,230,0.001,197,184,0.001,175,0.001,0.001,0.001
1429,15.285,25.461,190.04,469.0369,137,0.001,630,0.001,317,0.001,0.001,228,245,182,0.001,0.001,0.001,448,0.001,0.001,0.001,0.001,0.001
1430,14.4,23.869,181.04,297.2788,137,169,182,0.001,117,155,212,0.001,157,188,164,101,170,158,158,118,0.001,0.001,0.001
1431,9.925,23.247,174.54,387.0328,136,128,205,0.001,211,0.001,0.001,236,198,130,160,121,177,324,155,0.001,0.001,0.001,0.001
1432,12.923,27.783,207.57,457.2349,136,203,100,89,217,273,0.001,0.001,253,0.001,0.001,200,263,183,262,0.001,65,0.001,0.001
1433,9.685,23.333,177.14,293.2116,136,292,295,221,0.001,341,106,0.001,229,182,146,0.001,0.001,0.001,228,0.001,0.001,0.001,0.001
1434,15.21,35.28,260.89,685.4458,136,0.001,0.001,157,205,112,521,148,386,218,103,0.001,0.001,0.001,0.001,188,0.001,0.001,0.001
1435,12.47,18.035,139.34,208.9747,136,121,261,123,128,128,0.001,197,134,209,105,0.001,120,278,92,140,0.001,0.001,0.001
1436,9.288,19.246,286.5,255.6294,136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,371,0.001,0.001,0.001,0.001,0.001,1665,0.001,0.001,0.001,0.001
1437,13.683,28.751,215.2,423.3467,136,101,0.001,235,0.001,0.001,0.001,0.001,369,251,642,0.001,216,221,0.001,0.001,0.001,0.001,0.001
1438,12.443,25.985,195.76,353.2138,135,411,223,0.001,118,221,97,0.001,186,151,189,0.001,193,238,0.001,0.001,0.001,0.001,0.001
1439,12.416,34.292,254.06,630.1753,135,0.001,0.001,202,275,226,0.001,0.001,0.001,0.001,0.001,235,268,271,286,261,0.001,0.001,0.001
1440,13.413,27.438,205.32,435.2509,135,0.001,334,0.001,342,363,0.001,0.001,363,0.001,334,285,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1441,2.429,24.126,187.64,187.006,135,298,275,0.001,299,117,134,204,0.001,297,0.001,0.001,0.001,173,0.001,222,0.001,0.001,0.001
1442,3.796,22.728,171.42,345.0966,135,0.001,310,313,140,206,0.001,0.001,81,66,0.001,95,0.001,644,0.001,163,0.001,0.001,0.001
1443,0.402,19.908,152.53,242.1065,134,0.001,370,160,192,0.001,0.001,237,0.001,0.001,0.001,0.001,245,175,220,416,0.001,0.001,0.001
1444,12.212,20.498,155.3,305.0463,134,156,0.001,0.001,248,0.001,0.001,0.001,223,194,0.001,248,251,267,264,164,0.001,0.001,0.001
1445,10.787,13.06,100.09,248.9957,134,618,458,438,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,498,0.001,0.001,0.001,0.001,0.001
1446,14.049,27.26,205.71,331.2641,134,282,0.001,0.001,0.001,0.001,235,186,0.001,187,121,0.001,156,246,181,417,0.001,0.001,0.001
1447,15.405,22.693,170.69,367.0264,134,0.001,386,0.001,324,0.001,166,206,287,202,0.001,0.001,102,332,0.001,0.001,0.001,0.001,0.001
1448,14.969,32.396,240.92,529.4251,133,0.001,159,221,0.001,0.001,0.001,211,436,402,210,0.001,107,0.001,256,0.001,0.001,0.001,0.001
1449,7.867,24.313,183.59,329.232,133,232,0.001,0.001,369,0.001,0.001,253,251,0.001,185,220,69,158,263,0.001,0.001,0.001,0.001
1450,13.12,19.053,146.6,225.0064,133,236,208,0.001,242,220,0.001,0.001,198,184,259,0.001,202,0.001,0.001,248,0.001,0.001,0.001
1451,13.61,29.259,218.16,500.2705,133,0.001,511,313,452,226,0.001,0.001,203,0.001,0.001,0.001,0.001,0.001,0.001,290,0.001,0.001,0.001
1452,15.486,28.638,213.85,462.2973,133,0.001,286,280,135,68,0.001,0.001,265,0.001,286,146,285,0.001,102,141,0.001,0.001,0.001
1453,13.117,30.582,228.3,463.3415,133,0.001,245,147,303,0.001,0.001,0.001,188,148,207,235,0.001,236,280,0.001,0.001,0.001,0.001
1454,15.19,25.067,189.25,325.3108,132,0.001,0.001,0.001,0.001,0.001,484,0.001,298,523,214,0.001,0.001,468,0.001,0.001,0.001,0.001,0.001
1455,14.184,18.489,142.13,226.9858,132,0.001,235,122,211,0.001,118,213,179,217,138,0.001,128,252,0.001,173,0.001,0.001,0.001
1456,15.594,22.71,170.8,367.0268,132,0.001,304,0.001,247,0.001,165,261,236,168,142,0.001,0.001,217,0.001,243,0.001,0.001,0.001
1457,8.231,30.351,226.37,471.2412,132,0.001,477,0.001,0.001,0.001,0.001,268,239,414,0.001,0.001,0.001,0.001,376,209,0.001,0.001,0.001
1458,0.939,16.628,135.25,109.0291,132,0.001,0.001,84,103,349,130,298,0.001,88,0.001,563,231,0.001,133,0.001,0.001,0.001,0.001
1459,13.234,31.249,232.58,517.3892,132,0.001,97,168,93,0.001,0.001,0.001,424,0.001,459,113,0.001,318,208,98,0.001,0.001,0.001
1460,12.93,18.97,144.83,262.0356,132,0.001,0.001,0.001,496,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1481,0.001,0.001,0.001
1461,16.015,35.13,260.53,595.4371,131,0.001,226,143,0.001,0.001,143,144,201,217,0.001,0.001,0.001,898,0.001,0.001,0.001,0.001,0.001
1462,13.22,29.725,221.5,495.2725,131,0.001,463,289,243,0.001,0.001,71,154,0.001,0.001,132,174,279,0.001,167,0.001,0.001,0.001
1463,15.315,29.552,220.19,497.2787,131,235,0.001,199,0.001,298,223,216,215,309,0.001,217,57,0.001,0.001,0.001,0.001,0.001,0.001
1464,1.535,30.009,223.8,477.0157,131,0.001,0.001,0.001,1028,0.001,0.001,0.001,0.001,0.001,685,133,123,0.001,0.001,0.001,0.001,0.001,0.001
1465,16.172,38.827,286.56,759.5669,131,140,97,0.001,0.001,168,466,238,180,338,174,0.001,0.001,167,0.001,0.001,0.001,0.001,0.001
1466,14.615,33.151,246.14,573.4517,131,362,197,58,475,0.001,107,72,0.001,0.001,0.001,245,234,149,0.001,66,0.001,0.001,0.001
1467,2.699,25.014,187.85,381.1056,131,0.001,128,0.001,144,0.001,221,190,173,160,375,144,0.001,0.001,272,156,0.001,0.001,0.001
1468,14.909,26.073,196.36,355.321,131,0.001,176,175,0.001,204,0.001,274,279,0.001,207,0.001,155,251,0.001,241,0.001,0.001,0.001
1469,15.19,36.702,271.09,731.487,131,87,0.001,143,263,81,0.001,0.001,445,247,251,0.001,74,128,116,125,0.001,0.001,0.001
1470,12.58,32.88,244.73,517.39,130,0.001,232,192,147,0.001,0.001,188,291,151,447,0.001,0.001,309,0.001,0.001,0.001,0.001,0.001
1471,9.495,24.514,185.14,335.2211,130,316,247,104,369,0.001,0.001,269,189,0.001,0.001,0.001,0.001,463,0.001,0.001,0.001,0.001,0.001
1472,14.231,29.832,222.35,494.3251,130,0.001,359,0.001,202,0.001,0.001,0.001,433,386,0.001,0.001,0.001,577,0.001,0.001,0.001,0.001,0.001
1473,11.663,18.938,144.5,262.0362,130,0.001,0.001,0.001,573,0.001,0.001,438,0.001,0.001,0.001,0.001,0.001,0.001,289,655,0.001,0.001,0.001
1474,13.914,30.087,224.79,447.3464,130,0.001,0.001,0.001,223,274,0.001,196,424,59,0.001,0.001,204,305,0.001,270,0.001,0.001,0.001
1475,12.006,17.077,131.53,220.0251,130,0.001,351,0.001,309,0.001,0.001,343,0.001,214,0.001,391,346,0.001,0.001,0.001,0.001,0.001,261
1476,15.195,22.175,169.41,255.2323,130,211,202,229,0.001,238,162,0.001,148,226,150,0.001,0.001,219,165,0.001,0.001,118,117
1477,12.918,26.495,198.62,411.2528,130,286,289,153,140,263,0.001,0.001,126,0.001,175,0.001,0.001,209,179,126,0.001,0.001,0.001
1478,13.073,25.761,194.36,342.2007,130,180,276,254,207,0.001,0.001,0.001,0.001,0.001,222,0.001,0.001,214,281,311,0.001,0.001,0.001
1479,13.207,17.488,134.9,216.0376,129,0.001,0.001,295,365,274,0.001,0.001,0.001,0.001,369,286,0.001,352,0.001,0.001,0.001,0.001,0.001
1480,11.146,27.787,207.89,437.2698,129,253,178,0.001,443,278,0.001,217,78,0.001,0.001,0.001,0.001,282,0.001,211,0.001,0.001,0.001
1481,14.061,17.498,134.91,218.0302,129,0.001,0.001,374,618,0.001,0.001,0.001,0.001,0.001,0.001,601,347,0.001,0.001,0.001,0.001,0.001,0.001
1482,12.418,31.873,236.73,573.1542,129,455,473,0.001,0.001,0.001,0.001,0.001,513,0.001,0.001,0.001,0.001,498,0.001,0.001,0.001,0.001,0.001
1483,15.627,38.419,283.24,798.5294,129,0.001,0.001,77,118,91,295,136,156,129,249,98,170,129,290,0.001,0.001,0.001,0.001
1484,14.185,26.887,200.02,529.0744,129,0.001,205,0.001,165,128,0.001,0.001,262,320,0.001,145,91,292,206,124,0.001,0.001,0.001
1485,16.312,37.576,277.2,760.516,128,0.001,0.001,0.001,0.001,146,1179,146,0.001,0.001,204,0.001,0.001,0.001,141,108,0.001,0.001,0.001
1486,13.678,29.906,223.23,465.3581,128,0.001,131,112,385,0.001,0.001,0.001,340,0.001,326,71,136,251,170,0.001,0.001,0.001,0.001
1487,11.588,21.758,167,234.9796,127,307,209,355,0.001,0.001,260,0.001,0.001,0.001,202,0.001,0.001,578,0.001,0.001,0.001,0.001,0.001
1488,12.381,24.957,188.14,348.22,127,152,153,200,145,272,128,182,114,227,0.001,0.001,72,161,102,0.001,0.001,0.001,0.001
1489,9.408,18.58,140.13,346.9722,127,140,137,132,147,148,166,150,124,0.001,157,152,135,169,0.001,150,0.001,0.001,0.001
1490,12.825,27.779,207.43,457.2355,127,0.001,167,339,0.001,0.001,471,219,0.001,235,241,0.001,128,106,0.001,0.001,0.001,0.001,0.001
1491,14.1,24.593,186.52,303.2314,127,293,200,251,254,183,0.001,221,0.001,0.001,290,0.001,214,0.001,0.001,0.001,0.001,0.001,0.001
1492,6.305,23.564,178.3,313.1179,127,143,0.001,0.001,0.001,174,150,189,223,0.001,420,0.001,0.001,165,345,94,0.001,0.001,0.001
1493,14.459,31.771,236.42,503.4101,127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,488,607,0.001,361,0.001,0.001,446,0.001,0.001,0.001,0.001
1494,13.119,20.492,155.17,307.0403,127,0.001,0.001,239,0.001,0.001,311,242,264,300,257,286,0.001,0.001,0.001,0.001,300,0.001,0.001
1495,15.406,23.661,178.97,311.2221,127,0.001,0.001,0.001,0.001,0.001,0.001,429,0.001,373,464,0.001,0.001,0.001,632,0.001,0.001,0.001,0.001
1496,15.354,28.923,216.61,419.3522,126,0.001,147,255,193,111,0.001,133,235,233,319,0.001,0.001,0.001,170,100,0.001,0.001,0.001
1497,12.891,25.423,189.88,461.052,126,0.001,221,179,210,116,0.001,133,186,211,0.001,0.001,0.001,329,134,173,0.001,0.001,0.001
1498,3.433,28.68,213.76,486.3031,126,0.001,133,260,0.001,0.001,156,138,302,393,170,0.001,0.001,210,0.001,126,0.001,0.001,0.001
1499,16.292,24.359,183.83,329.2327,125,0.001,0.001,0.001,0.001,0.001,325,75,697,782,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1500,12.416,33.304,246.83,614.1619,125,166,0.001,167,0.001,169,151,0.001,205,0.001,211,0.001,182,198,230,195,0.001,0.001,0.001
1501,13.276,30.403,226.15,528.3092,125,159,0.001,148,84,90,107,131,166,253,266,0.001,138,128,107,93,0.001,0.001,0.001
1502,3.64,21.3,160.96,329.0469,125,0.001,131,168,156,116,0.001,249,0.001,239,245,0.001,0.001,350,215,0.001,0.001,0.001,0.001
1503,10.699,27.228,203.2,470.288,125,0.001,0.001,0.001,572,392,0.001,0.001,152,113,0.001,0.001,378,0.001,261,0.001,0.001,0.001,0.001
1504,12.532,24.084,181.96,327.184,124,0.001,0.001,0.001,620,0.001,0.001,645,593,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1505,13.021,18.942,144.61,260.0431,123,309,272,0.001,0.001,0.001,313,0.001,0.001,325,326,0.001,0.001,0.001,0.001,307,0.001,0.001,0.001
1506,14.184,20.872,158.57,287.002,123,0.001,240,154,220,0.001,119,0.001,195,187,103,0.001,103,241,144,144,0.001,0.001,0.001
1507,13.507,24.087,182.68,301.2158,123,187,214,202,228,128,194,0.001,182,0.001,0.001,0.001,0.001,215,128,172,0.001,0.001,0.001
1508,11.276,26.45,197.97,419.315,123,0.001,0.001,0.001,0.001,264,0.001,143,555,226,251,0.001,0.001,145,110,153,0.001,0.001,0.001
1509,15.219,28.182,210.72,435.3836,123,0.001,0.001,248,186,0.001,0.001,151,210,168,165,269,0.001,208,120,121,0.001,0.001,0.001
1510,8.795,22.712,172.61,285.2053,123,0.001,157,96,153,129,0.001,212,0.001,175,0.001,133,242,144,208,197,0.001,0.001,0.001
1511,7.822,24.314,183.63,329.232,123,0.001,0.001,460,0.001,252,164,99,0.001,179,0.001,0.001,0.001,501,0.001,188,0.001,0.001,0.001
1512,13.834,31.964,237.79,519.4045,123,0.001,0.001,214,0.001,0.001,0.001,0.001,906,0.001,273,194,0.001,0.001,0.001,252,0.001,0.001,0.001
1513,14.862,29.433,220.23,423.384,123,0.001,0.001,0.001,647,0.001,0.001,0.001,191,199,279,361,0.001,161,0.001,0.001,0.001,0.001,0.001
1514,5.922,17.053,131.28,222.9363,123,124,107,215,204,0.001,75,149,227,238,328,0.001,171,0.001,0.001,0.001,0.001,0.001,0.001
1515,12.074,17.102,131.76,221.0216,122,485,508,0.001,0.001,0.001,0.001,0.001,445,0.001,0.001,0.001,0.001,399,0.001,0.001,0.001,0.001,0.001
1516,13.397,32.107,237.61,663.1414,122,65,136,0.001,164,0.001,0.001,232,274,238,237,0.001,0.001,252,239,0.001,0.001,0.001,0.001
1517,13.292,29.739,221.57,494.2881,122,99,0.001,188,0.001,0.001,0.001,0.001,312,87,0.001,0.001,302,314,104,430,0.001,0.001,0.001
1518,15,29.524,220.94,425.3998,122,0.001,0.001,148,360,0.001,0.001,131,335,287,374,0.001,0.001,201,0.001,0.001,0.001,0.001,0.001
1519,4.848,16.9,139.13,96.9596,122,0.001,199,0.001,0.001,0.001,0.001,514,0.001,169,474,0.001,0.001,0.001,232,248,0.001,0.001,0.001
1520,5.733,27.201,204.13,397.1682,122,151,197,126,176,147,0.001,171,167,0.001,229,0.001,0.001,0.001,311,159,0.001,0.001,0.001
1521,14.196,22.176,169.31,255.2321,122,186,0.001,0.001,0.001,0.001,170,0.001,192,208,161,120,168,218,188,219,0.001,80,0.001
1522,15.742,37.683,278.09,774.5444,122,0.001,310,320,306,0.001,0.001,0.001,0.001,0.001,196,119,417,160,0.001,0.001,0.001,0.001,0.001
1523,10.902,24.554,185.72,315.1928,122,0.001,0.001,0.001,0.001,571,0.001,0.001,0.001,0.001,101,208,0.001,480,0.001,464,0.001,0.001,0.001
1524,0.373,23.818,179.2,363.1445,121,0.001,0.001,0.001,127,153,0.001,331,221,225,229,0.001,158,233,143,0.001,0.001,0.001,0.001
1525,12.626,18.328,140.64,233.0422,121,0.001,287,0.001,0.001,0.001,258,0.001,0.001,259,0.001,0.001,261,253,252,248,0.001,0.001,236
1526,12.434,41.262,303.38,940.3551,121,147,0.001,139,0.001,0.001,205,0.001,248,211,214,177,0.001,0.001,213,260,0.001,0.001,0.001
1527,14.185,29.335,217.6,601.1148,121,0.001,207,128,152,127,97,177,295,0.001,0.001,123,0.001,285,221,0.001,0.001,0.001,0.001
1528,15.226,40.353,297.25,848.5664,121,151,161,0.001,132,0.001,0.001,265,186,0.001,204,246,0.001,0.001,182,283,0.001,0.001,0.001
1529,10.944,24.805,188.25,293.2102,120,247,0.001,0.001,0.001,219,208,499,0.001,0.001,0.001,0.001,0.001,359,0.001,274,0.001,0.001,0.001
1530,15.195,40.304,296.81,843.5956,120,0.001,0.001,312,0.001,0.001,0.001,0.001,0.001,0.001,281,261,682,0.001,268,0.001,0.001,0.001,0.001
1531,13.435,33.348,247.6,561.4139,120,0.001,0.001,0.001,0.001,97,0.001,0.001,262,0.001,738,490,0.001,216,0.001,0.001,0.001,0.001,0.001
1532,15.276,38.698,285.16,814.5241,120,0.001,0.001,135,0.001,158,79,64,0.001,0.001,308,143,221,202,315,177,0.001,0.001,0.001
1533,12.207,20.769,159.54,228.9807,120,0.001,0.001,206,243,0.001,0.001,0.001,164,251,171,0.001,208,380,179,0.001,0.001,0.001,0.001
1534,15.002,28.844,215.91,425.3987,120,0.001,0.001,116,271,124,0.001,0.001,279,202,322,267,0.001,220,0.001,0.001,0.001,0.001,0.001
1535,12.412,35.18,260.09,689.1992,120,154,136,130,0.001,0.001,117,220,170,0.001,181,187,168,167,166,0.001,0.001,0.001,0.001
1536,15.586,26.158,197.08,353.3411,120,0.001,0.001,308,369,192,0.001,265,0.001,0.001,0.001,0.001,0.001,276,385,0.001,101,0.001,0.001
1537,14.032,23.044,173.82,339.0736,120,181,0.001,0.001,104,0.001,0.001,268,229,220,193,151,0.001,234,214,0.001,0.001,0.001,0.001
1538,9.115,19.253,147.1,255.6298,120,0.001,191,200,162,0.001,0.001,316,0.001,64,0.001,142,198,402,119,0.001,0.001,0.001,0.001
1539,13.882,29.804,221.71,526.2888,119,0.001,416,0.001,437,0.001,316,169,0.001,0.001,0.001,108,0.001,133,0.001,213,0.001,0.001,0.001
1540,14.738,28.398,213.1,397.3679,119,106,122,170,216,168,0.001,98,140,107,250,415,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1541,14.287,35.851,265.08,692.4508,119,109,0.001,134,98,99,0.001,0.001,109,216,0.001,255,100,417,135,120,0.001,0.001,0.001
1542,12.205,27.572,204.97,555.0718,119,108,194,190,190,92,96,0.001,0.001,190,0.001,0.001,191,349,0.001,190,0.001,0.001,0.001
1543,13.882,27.307,204.43,423.2589,119,149,97,160,0.001,190,145,166,152,85,0.001,190,144,0.001,144,162,0.001,0.001,0.001
1544,11.799,31.907,237.82,489.358,119,0.001,137,271,190,0.001,0.001,137,284,109,0.001,0.001,169,224,263,0.001,0.001,0.001,0.001
1545,12.711,26.223,195.85,455.0468,119,0.001,191,0.001,209,126,0.001,116,127,124,180,97,151,201,144,116,0.001,0.001,0.001
1546,14.296,27.796,207.9,437.2667,119,129,167,0.001,136,0.001,0.001,0.001,175,421,345,0.001,0.001,285,0.001,124,0.001,0.001,0.001
1547,13.722,21.75,164.92,299.0249,119,0.001,203,0.001,191,0.001,0.001,269,178,311,0.001,0.001,0.001,179,193,258,0.001,0.001,0.001
1548,12.931,18.334,140.67,232.0458,119,0.001,0.001,0.001,0.001,0.001,363,326,379,0.001,0.001,0.001,0.001,0.001,374,339,0.001,0.001,0.001
1549,13.866,23.173,1186.61,282.3664,119,0.001,0.001,757,1023,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1550,11.26,25.471,190.15,469.0362,118,71,273,191,301,0.001,92,200,175,0.001,131,0.001,0.001,212,131,0.001,0.001,0.001,0.001
1551,13.125,23.56,178.7,297.2429,118,0.001,176,248,256,0.001,0.001,0.001,125,137,87,0.001,223,291,83,150,0.001,0.001,0.001
1552,6.157,22.074,167.46,298.1312,118,144,226,142,0.001,149,0.001,135,0.001,0.001,0.001,133,155,336,79,276,0.001,0.001,0.001
1553,14.058,29.752,222.18,451.3781,118,0.001,0.001,0.001,360,0.001,0.001,151,372,234,498,0.001,157,0.001,0.001,0.001,0.001,0.001,0.001
1554,16.451,36.674,271.16,682.5907,118,0.001,0.001,0.001,102,0.001,0.001,1297,0.001,0.001,0.001,0.001,160,0.001,0.001,209,0.001,0.001,0.001
1555,15.209,21.797,165.38,297.046,118,0.001,315,125,267,0.001,0.001,203,317,98,0.001,0.001,0.001,240,201,0.001,0.001,0.001,0.001
1556,14.507,28.284,211.04,468.2988,118,0.001,0.001,95,99,0.001,415,408,0.001,153,0.001,99,0.001,152,62,282,0.001,0.001,0.001
1557,12.197,24.549,185.66,323.2577,118,220,324,107,249,171,0.001,131,0.001,0.001,0.001,0.001,0.001,277,143,143,0.001,0.001,0.001
1558,0.235,20.281,155.21,247.0921,118,0.001,201,166,190,0.001,148,206,240,0.001,0.001,159,0.001,267,186,0.001,0.001,0.001,0.001
1559,13.66,19.125,145.34,286.0394,117,245,0.001,0.001,0.001,292,0.001,0.001,0.001,282,0.001,335,293,0.001,0.001,314,221,0.001,0.001
1560,14.703,26.328,196.2,499.0827,117,0.001,253,144,222,125,0.001,0.001,188,200,126,0.001,160,206,0.001,134,0.001,0.001,0.001
