ID,RT,DT,CCS,m/z,30 CC7-1.d.DeMP, 31 CC7-2.d.DeMP, 32 CC7-3.d.DeMP, 187 CC7-1.d.DeMP, 188 CC7-2.d.DeMP, 189 CC7-3.d.DeMP, 193 B3 MB-1.d.DeMP, 194 B3 MB-2.d.DeMP, 195 B3 MB-3.d.DeMP, 260 B4 MB-1.d.DeMP, 261 B4 MB-2.d.DeMP, 262 B4 MB-3.d.DeMP, 103 B2 MB-1.d.DeMP, 104 B2 MB-2.d.DeMP, 105 B2 MB-3.d.DeMP, 36 B1 MB-1.d.DeMP, 37 B1 MB-2.d.DeMP, 38 B1 MB-3.d.DeMP
8907,3.883,25.861,194.63,339.2331,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,246,0.001,0.001,0.001,855,251,1565,728,0.001
8908,2.564,36.276,267.85,693.4504,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,446,849,0.001,0.001,230,0.001,820,559,741,0.001
8909,0.734,30.886,269.32,61.9875,313,0.001,0.001,0.001,0.001,0.001,434,469,595,405,233,442,586,0.001,0.001,480,0.001,0.001
8910,2.255,29.227,241.24,92.9269,0.001,551,630,0.001,0.001,641,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8911,1.204,26.233,196.48,388.2734,665,0.001,528,0.001,629,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8912,4.547,30.036,223.89,459.2937,0.001,0.001,0.001,0.001,0.001,1817,780,650,921,0.001,0.001,0.001,0.001,0.001,0.001,0.001,436,856
8913,1.574,21.627,164.85,250.9761,178,447,393,803,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8914,1.524,21.359,161.88,282.6234,0.001,0.001,0.001,721,664,436,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8915,1.558,23.33,176,317.1385,0.001,349,63,513,538,358,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8916,3.41,24.708,203.82,93.0703,501,440,334,546,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8917,2.547,28.18,211.44,372.2275,0.001,0.001,0.001,0.001,0.001,0.001,475,559,605,1172,830,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8918,3.322,19.27,147.67,225.007,628,684,508,0.001,0.001,0.001,0.001,0.001,0.001,0.001,340,0.001,0.001,0.001,0.001,585,0.001,0.001
8919,3.248,22.975,173.84,295.1298,0.001,0.001,0.001,633,568,619,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8920,4.425,37.295,275.01,747.4171,0.001,544,368,0.001,437,471,0.001,0.001,137,0.001,139,0.001,0.001,0.001,0.001,0.001,268,290
8921,1.532,31.489,232.56,676.2076,218,286,234,252,401,429,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8922,3.46,27.22,203.43,417.2238,0.001,137,176,359,631,517,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8923,3.669,39.892,293.68,822.5847,881,939,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8924,4.121,35.303,260.88,663.5718,707,1113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1100,0.001,0.001,813,195,0.001,0.001
8925,1.58,20.61,156.63,265.6173,277,640,903,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8926,1.9,26.219,389.45,258.1227,751,1068,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8927,1.293,20.99,158.64,300.6383,0.001,605,1214,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8928,2.206,34.429,255.85,518.9792,280,148,117,907,0.001,366,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8929,2.608,16.083,122.76,238.8895,0.001,0.001,0.001,0.001,0.001,0.001,507,381,763,0.001,482,496,0.001,504,501,0.001,0.001,0.001
8930,0.373,18.349,154.81,77.0373,0.001,0.001,0.001,955,0.001,862,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8931,2.015,22.027,167.29,270.9414,0.001,144,0.001,0.001,124,149,0.001,524,0.001,0.001,0.001,913,323,0.001,395,746,0.001,732
8932,1.502,19.944,296.48,243.0993,1816,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8933,1.105,22.185,166.2,380.9037,0.001,0.001,0.001,0.001,0.001,0.001,0.001,304,499,509,0.001,371,0.001,605,0.001,436,532,376
8934,2.682,24.475,184.27,335.1879,0.001,0.001,0.001,592,637,587,0.001,475,0.001,0.001,265,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8935,2.33,25.642,193.35,323.1677,0.001,0.001,0.001,0.001,142,158,1178,847,0.001,0.001,0.001,0.001,0.001,884,0.001,0.001,723,0.001
8936,2.655,26.975,201.67,412.2506,0.001,0.001,350,722,355,388,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001,0.001
8937,3.943,27.156,203.55,381.2635,225,452,0.001,271,414,453,0.001,0.001,0.001,99,0.001,236,0.001,0.001,0.001,324,373,346
8938,3.907,22.146,168.71,254.2182,0.001,0.001,0.001,0.001,0.001,0.001,1021,677,1071,0.001,0.001,861,0.001,0.001,0.001,0.001,0.001,0.001
8939,1.327,18.81,154.68,94.9229,0.001,0.001,528,0.001,694,593,156,133,151,334,203,0.001,0.001,0.001,256,0.001,322,0.001
8940,2.22,35.385,262.36,569.9715,935,0.001,444,436,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8941,2.427,30.772,228.36,545.2297,0.001,0.001,0.001,643,531,640,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8942,4.209,38.853,286.14,805.5991,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,457,0.001,0.001,0.001,1033,785,1352,0.001,0.001,0.001
8943,4.144,28.695,213.95,451.3812,763,498,552,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8944,2.38,31.804,236.07,539.3438,565,467,329,197,0.001,255,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8945,3.569,21.443,163.85,239.2016,0.001,0.001,0.001,447,0.001,0.001,0.001,0.001,0.001,0.001,652,0.001,470,586,681,0.001,498,738
8946,0.236,28.643,210.6,858.3571,607,0.001,0.001,1205,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8947,4.629,13.763,110.4,118.9176,458,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2220,0.001,0.001,0.001,0.001,1002,0.001,0.001,402
8948,0.441,21.339,168.6,143.99,434,0.001,0.001,0.001,193,0.001,0.001,519,428,0.001,204,0.001,300,671,479,450,0.001,571
8949,1.613,23.423,191.44,100.9999,0.001,0.001,0.001,424,727,660,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,178,0.001,0.001
8950,2.187,35.474,270.01,265.1472,0.001,149,126,0.001,0.001,0.001,346,354,0.001,657,389,421,93,391,425,0.001,546,0.001
8951,0.513,29.773,235.88,141.0175,0.001,0.001,0.001,0.001,236,0.001,249,825,0.001,889,497,0.001,0.001,580,581,0.001,0.001,0.001
8952,1.963,29.696,220.37,540.3368,621,691,316,182,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8953,0.563,22.988,187.87,100.9997,0.001,0.001,368,224,627,591,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8954,2.648,23.96,180.72,319.2266,1189,0.001,0.001,0.001,621,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8955,1.283,6.846,59.21,61.9882,0.001,0.001,0.001,0.001,0.001,0.001,520,0.001,440,0.001,515,559,544,452,0.001,0.001,0.001,589
8956,0.566,19.466,148.04,260.9706,0.001,0.001,374,313,557,565,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8957,0.363,23.296,193.15,89.0233,855,0.001,953,0.001,0.001,0.001,675,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8958,3.615,24.899,187.69,325.2721,0.001,0.001,0.001,966,842,0.001,642,472,665,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8959,2.426,37.84,278.87,775.4551,0.001,0.001,0.001,0.001,0.001,0.001,438,663,0.001,486,495,430,0.001,258,376,0.001,0.001,470
8960,4.077,29.826,221.86,494.4814,0.001,0.001,206,0.001,1602,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8961,4.213,43.929,322.71,962.7607,0.001,0.001,0.001,0.001,147,0.001,0.001,0.001,0.001,543,582,0.001,0.001,0.001,102,1017,894,477
8962,3.789,35.931,265.11,723.3905,0.001,0.001,297,370,557,583,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8963,3.785,25.564,192,358.24,167,0.001,992,0.001,294,354,177,0.001,257,0.001,0.001,0.001,0.001,0.001,0.001,406,162,201
8964,3.892,27.543,209.91,255.2345,1350,457,0.001,0.001,0.001,0.001,0.001,203,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8965,0.395,31.66,244.15,207.011,0.001,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,529,573,749,946,0.001,681,0.001,0.001,0.001
8966,4.507,26.17,196.66,353.3428,792,0.001,0.001,0.001,0.001,595,0.001,0.001,418,0.001,544,0.001,0.001,567,485,590,602,406
8967,0.349,27.896,206.15,646.8785,447,391,228,0.001,362,378,0.001,0.001,454,321,0.001,454,0.001,303,0.001,489,0.001,446
8968,4.146,25.56,189.94,504.2202,613,624,569,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8969,0.384,24.823,185.85,392.0392,0.001,0.001,0.001,666,498,642,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8970,4.277,31.284,232.15,544.3801,535,470,312,280,0.001,209,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8971,3.575,35.425,261.92,649.447,0.001,195,0.001,419,702,490,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8972,4.683,26.01,195.77,339.3436,0.001,0.001,0.001,938,867,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8973,1.787,27.916,206.87,569.2469,0.001,752,1053,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8974,4.118,29.745,222.04,437.3627,0.001,0.001,0.001,726,502,577,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8975,2.323,39.118,287.12,1012.2825,0.001,348,245,881,330,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8976,1.871,24.793,186.8,328.9842,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001,547,543,0.001,0.001,0.001,552,486,964,0.001,516
8977,0.25,25.627,218.05,72.9918,0.001,0.001,308,342,0.001,0.001,156,594,393,197,158,436,0.001,294,266,397,318,399
8978,2.159,30.242,224.82,507.2985,348,0.001,0.001,620,360,476,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8979,1.089,21.79,165.47,271.1921,639,622,542,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8980,1.349,13.564,110.75,99.9238,0.001,0.001,1803,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1110,0.001,533,0.001,0.001,0.001,0.001,0.001
8981,1.84,32.266,238.98,591.3033,714,464,229,396,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8982,4.852,29.895,221.9,535.3162,448,596,759,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,255,342,616,653,621
8983,3.724,29.818,226.23,281.2509,98,1012,693,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8984,4.411,35.485,262.09,684.5013,0.001,526,0.001,455,386,436,776,573,405,0.001,0.001,373,247,0.001,0.001,464,0.001,0.001
8985,3.024,32.964,244.25,580.5235,0.001,0.001,1803,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8986,1.816,22.141,327.51,302.105,0.001,953,0.001,0.001,850,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8987,1.487,28.77,214.12,483.1521,0.001,0.001,0.001,322,0.001,248,417,274,307,372,348,165,395,323,374,317,313,0.001
8988,3.328,29.018,220.1,283.265,957,0.001,571,0.001,0.001,274,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8989,0.37,15.239,118.99,164.8957,0.001,0.001,0.001,521,625,656,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8990,1.746,18.665,143.23,219.0775,0.001,0.001,0.001,919,883,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8991,2.56,33.037,246.36,455.2214,369,310,310,548,265,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8992,1.716,25.577,189.36,588.8363,0.001,0.001,0.001,0.001,0.001,0.001,457,0.001,552,0.001,388,562,0.001,0.001,0.001,621,542,481
8993,1.335,12.696,110.34,61.9881,0.001,0.001,0.001,0.001,0.001,0.001,0.001,504,576,765,471,144,130,0.001,336,343,0.001,334
8994,3.185,27.665,206.43,439.276,821,413,567,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129,0.001,583,0.001,241,328,205
8995,4.349,39.405,290.35,790.5632,0.001,0.001,0.001,1801,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8996,3.738,24.613,185.43,329.0455,423,424,0.001,576,378,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8997,0.274,20.627,156.38,280.0255,0.001,0.001,0.001,0.001,0.001,0.001,3602,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8998,0.568,25.568,189.29,588.8364,386,370,0.001,386,0.001,0.001,375,458,431,0.001,373,394,278,351,253,0.001,385,303
8999,3.1,23.65,180.89,236.1051,0.001,632,0.001,0.001,534,0.001,0.001,0.001,0.001,0.001,0.001,707,673,818,821,0.001,0.001,581
9000,3.667,31.305,232.41,534.395,1087,0.001,713,0.001,0.001,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9001,2.001,26.875,201.13,399.3098,0.001,1125,0.001,0.001,357,318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9002,0.45,23.295,175.35,335.1507,290,314,175,0.001,578,443,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9003,4.47,35.413,261.89,641.5002,275,0.001,0.001,0.001,0.001,0.001,85,0.001,0.001,1522,0.001,0.001,0.001,0.001,0.001,1993,0.001,0.001
9004,1.928,27.547,802.88,483.4946,0.001,1799,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9005,1.898,20.801,155.3,419.2838,728,563,194,314,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9006,0.759,21.192,162.54,222.9355,459,485,0.001,0.001,507,348,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,377,571,459,287
9007,4.176,29.897,248.06,89.0225,0.001,0.001,467,464,530,338,168,188,0.001,0.001,0.001,93,0.001,0.001,0.001,0.001,480,496
9008,3.954,36.792,271.33,742.6889,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3444,0.001,0.001,0.001,0.001,0.001,153,0.001,0.001
9009,3.274,29.358,218.63,473.3629,1027,0.001,0.001,0.001,267,504,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9010,2.515,19.762,152.64,197.1525,0.001,361,0.001,172,664,601,0.001,0.001,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9011,2.412,23.664,178.1,337.1314,0.001,174,0.001,704,347,573,127,72,0.001,544,0.001,99,0.001,0.001,0.001,0.001,0.001,0.001
9012,3.247,28.356,211.41,453.2887,0.001,0.001,0.001,0.001,296,0.001,566,440,484,413,219,361,379,0.001,455,0.001,278,0.001
9013,2.431,34.254,255.3,465.2894,79,332,0.001,0.001,559,827,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9014,4.338,25.93,195.21,337.2154,0.001,0.001,0.001,0.001,0.001,0.001,1926,168,0.001,677,0.001,823,0.001,0.001,0.001,0.001,0.001,0.001
9015,2.454,29.693,221.33,459.2311,0.001,248,0.001,400,342,333,351,244,355,1363,353,508,152,268,0.001,0.001,0.001,0.001
9016,1.311,14.18,112.04,141.0186,0.001,0.001,0.001,274,0.001,0.001,812,0.001,0.001,0.001,120,436,710,576,0.001,0.001,939,0.001
9017,0.246,24.836,184.67,492.8841,0.001,0.001,0.001,0.001,895,901,717,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1052,0.001,0.001,0.001
9018,0.773,21.528,176.7,96.9199,0.001,286,306,474,359,371,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9019,2.009,33.12,245.19,604.3314,796,606,394,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9020,3.656,24.763,186.71,323.219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,944,543,214,713,0.001,654,321,0.001,202,0.001
9021,1.071,30.255,223.84,618.2679,270,61,0.001,606,359,499,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9022,1.783,29.766,221.88,458.3287,0.001,374,0.001,728,355,338,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9023,0.975,24.759,184.7,438.946,0.001,0.001,0.001,0.001,97,0.001,326,360,0.001,325,356,207,482,214,332,239,273,476
9024,1.961,29.272,235.81,116.9706,535,0.001,0.001,643,617,0.001,635,0.001,0.001,618,587,0.001,0.001,582,0.001,0.001,0.001,57
9025,2.404,26.573,196.5,622.9144,445,249,329,771,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9026,0.659,25.753,193.58,351.1252,0.001,0.001,0.001,717,492,585,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9027,0.364,18.422,142.77,186.1116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,344,984,271,170,0.001,0.001,0.001,0.001,0.001,1819
9028,4.573,36.944,272.36,751.5527,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3588,0.001,0.001
9029,2.485,28.145,208.98,525.9314,492,546,273,0.001,0.001,483,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9030,2.885,30.951,229.57,555.2308,0.001,275,263,493,258,505,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9031,4.837,13.755,110.7,114.9335,0.001,269,260,0.001,0.001,0.001,0.001,0.001,0.001,1209,0.001,0.001,572,918,116,382,244,147
9032,1.57,25.133,199.02,141.0163,358,69,460,419,137,351,0.001,0.001,0.001,0.001,701,0.001,0.001,290,0.001,1289,0.001,0.001
9033,2.42,40.102,294.19,1051.2417,929,0.001,242,623,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9034,1.38,26.814,200.25,427.2358,986,0.001,0.001,341,156,311,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9035,0.384,21.595,163.77,279.1586,474,538,781,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9036,0.548,22.493,180.35,121.9431,0.001,0.001,50,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,363,0.001,1292,0.001,1931,0.001,0.001
9037,0.436,19.383,159.41,94.9231,0.001,0.001,0.001,0.001,984,808,213,0.001,0.001,293,261,61,184,395,0.001,0.001,0.001,0.001
9038,4.869,17.288,133.86,188.0424,0.001,0.001,0.001,607,577,608,73,0.001,637,0.001,0.001,607,0.001,0.001,0.001,0.001,0.001,0.001
9039,1.987,28.41,210,643.0267,0.001,0.001,0.001,0.001,965,827,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9040,2.147,27.595,204.5,568.9613,0.001,0.001,1353,0.001,0.001,0.001,407,410,451,888,785,336,0.001,0.001,0.001,306,0.001,0.001
9041,1.411,20.182,162.14,118.9685,654,532,605,0.001,0.001,0.001,0.001,0.001,0.001,394,0.001,228,533,0.001,0.001,644,487,451
9042,0.602,23.471,188.65,118.9683,0.001,644,475,0.001,0.001,0.001,647,0.001,0.001,512,0.001,586,475,0.001,0.001,727,0.001,635
9043,4.48,36.899,272.13,743.5414,0.001,152,0.001,0.001,1639,0.001,0.001,2660,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9044,4.42,41.042,301.83,880.6181,743,1048,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9045,3.416,20.411,155.49,253.1425,0.001,0.001,0.001,0.001,0.001,471,474,507,453,0.001,394,596,0.001,0.001,588,0.001,0.001,569
9046,1.372,25.802,207.45,118.9673,0.001,419,0.001,568,238,565,401,312,487,0.001,469,0.001,0.001,0.001,0.001,0.001,422,0.001
9047,0.388,24.713,185.24,378.1037,0.001,148,99,764,0.001,779,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9048,4.529,26.769,198.68,532.2492,220,0.001,131,694,380,365,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9049,2.368,30.162,223.97,527.2633,947,0.001,843,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9050,2.336,35.751,264.91,583.986,751,415,624,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9051,0.382,29.339,218.82,449.2902,0.001,0.001,274,452,592,472,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9052,3.562,22.01,167.91,247.206,401,270,329,287,235,268,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9053,2.772,15.565,124.61,122.0703,0.001,0.001,0.001,556,0.001,0.001,0.001,457,919,719,0.001,0.001,737,747,0.001,0.001,0.001,0.001
9054,0.458,31.148,271.59,61.9883,574,0.001,125,0.001,0.001,0.001,507,0.001,0.001,0.001,536,0.001,0.001,477,798,681,579,0.001
9055,4.408,24.029,177.51,644.9625,0.001,248,0.001,425,564,552,0.001,325,520,0.001,0.001,0.001,155,180,0.001,0.001,257,0.001
9056,1.576,26.141,195.89,383.2791,367,0.001,334,383,393,312,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9057,2.546,35.617,294.16,92.9246,0.001,0.001,0.001,387,747,655,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9058,1.647,34.719,256.65,649.362,1789,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9059,1.201,21.922,166.94,256.1901,0.001,0.001,0.001,253,0.001,0.001,0.001,256,588,0.001,0.001,0.001,0.001,0.001,0.001,2733,0.001,0.001
9060,4.445,17.098,132.43,187.0409,0.001,0.001,726,0.001,0.001,0.001,0.001,0.001,0.001,1297,0.001,0.001,0.001,0.001,0.001,731,1548,0.001
9061,4.093,13.767,110.43,118.9174,464,726,598,0.001,0.001,0.001,0.001,0.001,534,0.001,0.001,0.001,804,0.001,0.001,737,457,754
9062,0.816,24.777,199.51,116.9707,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,704,756,861,0.001,0.001,513,0.001,0.001,741,0.001
9063,3.006,25.937,191.43,682.8856,788,308,257,0.001,0.001,434,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9064,0.644,18.373,142.05,193.0843,127,0.001,0.001,478,658,524,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9065,1.425,27.877,220.8,141.0183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1032,0.001,723,1046,772,0.001,0.001
9066,4.193,28.494,211.17,570.8785,493,0.001,0.001,391,465,437,0.001,0.001,0.001,0.001,0.001,93,0.001,0.001,0.001,0.001,0.001,0.001
9067,4.082,37.932,280.01,706.6382,0.001,0.001,178,0.001,0.001,0.001,0.001,128,0.001,780,0.001,0.001,1957,0.001,0.001,707,0.001,0.001
9068,3.983,36.411,268.69,719.5424,0.001,0.001,0.001,583,621,582,0.001,533,636,0.001,342,0.001,0.001,0.001,745,682,0.001,0.001
9069,1.991,19.806,151.58,230.9842,0.001,336,339,578,165,368,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9070,3.322,30.68,228.13,502.2921,182,0.001,181,487,597,338,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9071,2.632,13.9,110.08,136.8889,0.001,0.001,0.001,1204,0.001,581,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9072,1.74,31.917,236.96,536.3358,239,0.001,0.001,473,518,555,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
